idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
526,38,white,married,0,12,not college grad,0,SMSA,1,Public Administration,Sales,,7.265882,35,10.076923,3.1666667
531,40,white,single,0,16,college grad,0,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,1.5458931,50,11.826923,1.1666666
533,35,white,married,0,16,college grad,0,SMSA,0,Professional Services,Sales,union,5.6119142,40,11.025641,3.8333333
538,45,white,single,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,,3.5535119,12,10.160256,.58333331
540,42,white,married,0,9,not college grad,0,SMSA,0,Wholesale/Retail Trade,Laborers,union,3.4541039,35,7.7307692,4.1666665
541,38,white,single,0,13,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,22.520117,55,16.980768,13.416667
543,41,white,single,0,6,not college grad,0,SMSA,0,Personal Services,Sales,union,4.4283414,40,3.3461537,1.25
548,38,white,married,0,12,not college grad,0,SMSA,1,Professional Services,Sales,,4.7778287,35,9.4230766,1.5833334
549,43,white,single,0,12,not college grad,0,SMSA,0,Construction,Sales,nonunion,6.2801929,30,17.01923,.25
551,36,white,married,0,16,college grad,1,SMSA,0,Professional Services,Professional/technical,,9.6618366,24,14.076923,3.0833333
555,36,white,married,0,12,not college grad,0,SMSA,0,Business/Repair Svc,Managers/admin,nonunion,12.584539,40,16.365385,1.3333334
558,42,not white,single,0,12,not college grad,0,SMSA,1,Professional Services,Professional/technical,,4.1806021,40,6.4166665,1.4166666
562,44,not white,married,0,12,not college grad,0,SMSA,1,Wholesale/Retail Trade,Sales,nonunion,8.3735867,37,8.1217947,1.4166666
570,36,not white,single,1,16,college grad,0,SMSA,1,Manufacturing,Professional/technical,union,20.789045,35,11.461538,10.333333
572,35,white,single,0,14,not college grad,0,SMSA,1,Professional Services,Professional/technical,union,7.9871168,38,7.9679484,6.3333335
576,36,white,single,1,11,not college grad,0,SMSA,1,Personal Services,Laborers,nonunion,2.5201283,24,6.1730771,3
584,42,white,single,0,12,not college grad,0,SMSA,1,Public Administration,Sales,union,11.062799,35,14.448718,3.5833333
585,43,white,single,0,12,not college grad,0,SMSA,0,Professional Services,Sales,union,9.6779356,40,17.121794,1.3333334
588,45,white,married,0,16,college grad,0,SMSA,0,Professional Services,Other,union,8.9049911,40,4.25,2.0833333
595,40,white,married,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,4.2109499,35,11.615385,1.5833334
604,43,white,married,0,12,not college grad,0,nonSMSA,0,Business/Repair Svc,Sales,nonunion,4.1806021,40,2.8076923,.83333331
606,42,white,married,0,16,college grad,0,SMSA,1,Finance/Ins/Real Estate,Clerical/unskilled,,1.8376268,35,17.198717,1.0833334
608,45,white,married,0,16,college grad,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,,8.6914759,37,9.3012819,1.8333334
609,38,white,single,0,12,not college grad,0,SMSA,0,Transport/Comm/Utility,Sales,union,10.064413,40,9.5576925,7.75
614,42,white,single,1,12,not college grad,0,SMSA,0,Transport/Comm/Utility,Sales,union,11.948467,35,20.346153,20.333334
617,42,white,married,0,17,college grad,0,SMSA,0,Professional Services,Other,union,19.911428,35,14.75,14.75
618,40,white,married,0,16,college grad,1,SMSA,0,Professional Services,Managers/admin,nonunion,7.9388032,40,4.75,2.4166667
624,45,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,10.064413,40,9.583333,4.8333335
635,40,white,single,0,12,not college grad,0,SMSA,1,Professional Services,Laborers,union,7.5201259,35,9.6923075,2.4166667
636,42,not white,single,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,,2.7173913,40,3.3397436,.16666667
641,42,white,single,0,18,college grad,0,SMSA,1,Professional Services,Other,union,18.389694,32,12.089743,10.666667
643,40,white,single,0,15,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,12.697259,50,14.019231,2.0833333
644,34,white,married,0,17,college grad,0,SMSA,0,Professional Services,Professional/technical,,9.647542,35,13.429487,1.1666666
646,42,white,married,0,16,college grad,0,SMSA,0,Business/Repair Svc,Sales,nonunion,15.09662,20,18.76923,15.666667
654,44,white,married,0,14,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Managers/admin,,7.7341142,40,11.25,2.3333333
655,45,white,single,0,13,not college grad,0,nonSMSA,0,Professional Services,Sales,,13.906358,37,11.314103,.5
656,42,white,married,0,10,not college grad,0,SMSA,0,Public Administration,Sales,nonunion,5.6360707,28,7.3269229,2.0833333
659,38,white,married,0,17,college grad,0,SMSA,0,Professional Services,Professional/technical,union,9.7342978,35,10.583334,3.6666667
661,44,white,single,0,18,college grad,0,SMSA,0,Professional Services,Managers/admin,nonunion,10.177135,35,2.6153846,1.0833334
664,42,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,3.6231885,27,6.3653851,1.5833334
665,40,white,single,0,8,not college grad,1,SMSA,0,Entertainment/Rec Svc,Professional/technical,nonunion,10.064413,20,14.923077,9.416667
670,44,white,single,1,16,college grad,0,SMSA,0,Transport/Comm/Utility,Clerical/unskilled,nonunion,9.6779356,40,20.333334,20.333334
671,45,white,married,0,12,not college grad,1,SMSA,0,Manufacturing,Sales,nonunion,5.2334948,40,11.788462,1.6666666
681,41,not white,married,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,6.1916251,40,11.012821,3.9166667
683,45,white,married,0,17,college grad,0,SMSA,0,Manufacturing,Managers/admin,nonunion,12.777775,40,10.551283,6.5833335
684,37,white,single,0,12,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Managers/admin,nonunion,11.610305,40,11.711538,3.1666667
688,38,white,single,0,9,not college grad,0,SMSA,0,Wholesale/Retail Trade,Laborers,nonunion,4.3558779,37,6.5384622,2.25
689,36,white,married,0,15,college grad,1,SMSA,0,Professional Services,Other,nonunion,6.4251208,40,7.5448718,.75
690,39,white,married,0,15,not college grad,0,SMSA,0,Professional Services,Professional/technical,union,7.4557123,38,12.403846,4.75
691,45,white,married,0,12,not college grad,0,SMSA,0,Transport/Comm/Utility,Sales,nonunion,16.296289,38,14.769231,13.083333
692,45,white,married,0,12,not college grad,0,SMSA,0,Business/Repair Svc,Laborers,nonunion,5.0322061,16,8.4102564,3.8333333
693,41,white,married,0,12,not college grad,0,SMSA,0,Public Administration,Sales,,4.4217892,40,7.6858974,2.3333333
694,43,white,single,0,14,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,,40.198082,40,11.724359,.66666669
696,43,white,married,0,14,not college grad,0,SMSA,0,Professional Services,Sales,union,5.6763277,35,11.724359,6.4166665
697,41,white,married,0,14,not college grad,0,SMSA,0,Professional Services,Laborers,union,9.057972,40,15.480769,1.3333334
699,43,white,single,0,16,college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,8.0515299,50,11.346154,1.1666666
714,36,white,married,0,18,college grad,0,SMSA,1,Wholesale/Retail Trade,Professional/technical,nonunion,15.869557,40,9.7884617,2
716,39,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,16.642509,40,19.185896,12.833333
718,38,not white,single,0,10,not college grad,0,SMSA,0,Manufacturing,Operatives,union,3.7625415,40,1.474359,.5
719,39,not white,single,0,11,not college grad,0,SMSA,0,Transport/Comm/Utility,Operatives,nonunion,5.6856179,30,2.9423077,2.0833333
722,36,white,married,0,12,not college grad,1,SMSA,0,Manufacturing,Professional/technical,nonunion,3.3444817,40,7.0256419,.16666667
724,35,white,married,0,13,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,7.4879189,43,14.006411,9.916667
727,37,white,single,1,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,10.185181,50,18.871794,1.3333334
730,44,white,married,0,12,not college grad,0,SMSA,0,Transport/Comm/Utility,Craftsmen,union,6.7069201,60,14.205129,5.3333335
731,42,white,married,0,12,not college grad,1,nonSMSA,0,Public Administration,Laborers,,2.2327111,16,17.5,7.0833335
732,40,white,single,1,16,college grad,0,SMSA,0,Wholesale/Retail Trade,Laborers,union,4.3156176,28,16.596153,6
737,41,white,married,0,17,college grad,0,SMSA,0,Professional Services,Other,nonunion,9.9999981,30,13.006411,6.75
745,38,white,married,0,12,not college grad,0,nonSMSA,0,Professional Services,Managers/admin,nonunion,13.268916,35,14.192307,1.4166666
748,39,white,married,0,12,not college grad,1,SMSA,1,Transport/Comm/Utility,Sales,union,9.3317204,37,19.596153,6.5
749,35,white,married,0,12,not college grad,0,SMSA,0,Transport/Comm/Utility,Sales,union,11.988728,35,17.006411,3.4166667
750,35,white,married,0,12,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,nonunion,4.9999995,40,15.192307,4.5
754,36,white,married,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,3.220612,35,5.1153846,1.9166666
757,42,white,single,1,18,college grad,0,SMSA,0,Professional Services,Other,union,18.236712,45,18.73077,18.583334
761,41,not white,married,0,13,not college grad,0,SMSA,0,Public Administration,Sales,union,13.268916,35,18.717947,18.666666
762,41,not white,single,0,13,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,11.650559,38,17.551283,17.5
763,36,not white,single,0,15,not college grad,0,SMSA,0,Professional Services,Professional/technical,union,8.848629,35,8.5961542,7.9166665
764,44,not white,married,0,11,not college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,8.1481447,38,15.378204,7
768,37,not white,married,0,12,not college grad,0,SMSA,1,Wholesale/Retail Trade,Sales,nonunion,5.2334948,37,12.98718,5.4166665
769,41,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,20.128826,10,13.269231,0
770,40,white,married,0,18,college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,4.790658,21,18.833334,18.833334
771,38,white,married,0,18,college grad,0,SMSA,0,Professional Services,Other,nonunion,10.450882,40,14.301283,10.833333
773,37,white,single,0,16,college grad,1,SMSA,0,Manufacturing,Professional/technical,nonunion,9.9114313,40,13.743589,5.9166665
779,42,white,single,1,18,college grad,0,SMSA,0,Professional Services,Professional/technical,union,10.064413,40,13.596154,4.8333335
781,36,white,single,1,16,college grad,0,SMSA,1,Manufacturing,Managers/admin,nonunion,22.367149,45,14.153847,1.3333334
784,44,white,married,0,16,college grad,1,SMSA,1,Professional Services,Other,union,10.064413,40,15.076923,10.5
785,45,white,single,0,18,college grad,1,SMSA,0,Professional Services,Professional/technical,nonunion,8.5185146,40,12.871794,2.8333333
790,38,white,married,0,14,not college grad,0,SMSA,1,Professional Services,Professional/technical,,8.7792645,40,13.788462,1.9166666
792,36,white,married,0,10,not college grad,0,SMSA,0,Manufacturing,Operatives,nonunion,9.8470192,40,9.0576925,4
793,39,white,married,0,13,not college grad,0,SMSA,1,Business/Repair Svc,Sales,,4.1806021,40,8.75,.25
795,44,not white,married,0,10,not college grad,0,SMSA,0,Transport/Comm/Utility,Sales,nonunion,11.610305,40,15.326923,10.166667
796,38,white,single,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,,4.3896322,35,9.448719,1.75
798,38,white,single,0,11,not college grad,0,SMSA,1,Public Administration,Service,union,9.5652161,40,8.5320511,3.5
800,37,not white,married,0,12,not college grad,1,nonSMSA,0,Public Administration,Sales,union,11.288241,35,19.358974,7.8333335
802,38,white,married,0,12,not college grad,0,nonSMSA,0,Business/Repair Svc,Sales,nonunion,5.9822836,35,11.160257,3.5
808,39,white,single,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,,nonunion,7.9468555,38,12.942307,7
809,40,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,union,6.5619922,20,11.044872,5
810,40,white,single,0,12,not college grad,0,SMSA,0,Transport/Comm/Utility,Sales,union,10.064413,40,21.967947,21.916666
813,34,white,single,1,14,not college grad,0,SMSA,0,Transport/Comm/Utility,Professional/technical,nonunion,15.48309,40,14.583333,14.583333
816,36,not white,single,1,16,college grad,0,SMSA,0,Professional Services,Managers/admin,,6.857069,35,8.282052,1.4166666
817,43,not white,married,0,11,not college grad,0,SMSA,0,Professional Services,Sales,nonunion,4.2270532,35,5.25,.5
823,35,white,single,0,12,not college grad,0,SMSA,1,Professional Services,Professional/technical,nonunion,6.0386477,40,13.333333,13.333333
824,44,white,married,0,10,not college grad,0,nonSMSA,0,Manufacturing,Operatives,nonunion,6.4412241,40,14.083333,14.083333
825,43,white,married,0,18,college grad,0,SMSA,0,Professional Services,Other,union,13.760062,45,18.75,18.75
826,40,white,married,0,12,not college grad,0,SMSA,0,Business/Repair Svc,Professional/technical,nonunion,10.450882,40,14.480769,11.416667
827,39,white,single,0,14,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,15.48309,45,18.01923,1.3333334
830,40,white,married,0,11,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Sales,,6.5635438,37,14.217948,2.1666667
831,43,white,single,0,12,not college grad,0,SMSA,1,Transport/Comm/Utility,Operatives,,5.0167227,75,14.557693,.5
834,43,white,married,0,12,not college grad,1,SMSA,0,,Managers/admin,nonunion,6.1916251,50,19.602564,3.75
836,39,white,married,0,12,not college grad,1,nonSMSA,0,Public Administration,Sales,nonunion,6.2077284,40,13.621795,11.75
837,35,white,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,3.4219003,40,8.3269224,.41666666
839,39,white,married,0,12,not college grad,0,SMSA,0,Public Administration,Sales,union,10.064413,40,19.75,19.75
842,40,white,single,0,12,not college grad,0,SMSA,0,Public Administration,Sales,nonunion,12.777775,40,19.282051,6.0833335
843,41,white,single,0,12,not college grad,1,SMSA,1,Construction,Sales,,6.6889634,40,11.634615,1.8333334
845,44,white,single,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Laborers,nonunion,5.2334948,20,12.442307,1.4166666
846,39,white,married,0,7,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,3.260869,40,5.8269234,2.0833333
851,40,white,single,1,12,not college grad,0,SMSA,0,Personal Services,Laborers,nonunion,2.7697251,32,17.224358,11.416667
855,35,white,married,0,12,not college grad,0,SMSA,1,Wholesale/Retail Trade,Craftsmen,nonunion,7.6247931,40,16.346153,9.25
856,38,not white,single,1,12,not college grad,1,SMSA,1,Transport/Comm/Utility,Sales,union,39.230736,40,15.673078,.083333336
857,36,not white,single,1,12,not college grad,0,SMSA,1,Personal Services,Laborers,nonunion,5.6360707,50,18.147438,18.083334
859,36,white,married,0,12,not college grad,0,SMSA,0,Business/Repair Svc,Sales,nonunion,5.2334948,15,8.8012819,.16666667
860,39,white,married,0,14,not college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,10.861512,40,18.339743,13.416667
867,44,white,single,0,16,college grad,0,SMSA,1,Professional Services,Other,union,13.856678,38,21.833334,21.833334
868,40,white,married,0,8,not college grad,0,nonSMSA,0,Personal Services,Transport,nonunion,4.8309178,15,8.9423075,1.3333334
870,45,white,married,0,10,not college grad,0,nonSMSA,0,Professional Services,Operatives,union,4.64573,15,6.3589745,2.75
872,39,white,single,0,16,college grad,0,SMSA,0,Professional Services,Laborers,,7.6010904,55,15.942308,2.5833333
874,41,white,married,0,12,not college grad,1,SMSA,1,Transport/Comm/Utility,Sales,union,4.6859903,40,6.4935899,2.9166667
877,37,white,married,0,12,not college grad,0,nonSMSA,0,Manufacturing,Operatives,nonunion,5.5152969,44,9.2692308,1.1666666
878,39,white,married,0,14,not college grad,0,nonSMSA,0,Professional Services,Sales,nonunion,6.6022515,20,15.846154,4
880,36,white,married,0,12,not college grad,0,nonSMSA,0,Professional Services,Professional/technical,nonunion,9.9677916,24,13.589744,9.666667
881,41,white,married,0,17,college grad,0,SMSA,0,Public Administration,Professional/technical,union,10.619963,35,7.9487181,7.9166665
882,36,white,single,0,12,not college grad,1,SMSA,0,Manufacturing,Sales,nonunion,7.0450883,40,14.256411,4.3333335
884,41,white,married,0,12,not college grad,0,SMSA,0,Public Administration,Sales,nonunion,6.9645681,40,11.288462,3.1666667
888,37,white,married,0,13,not college grad,0,nonSMSA,0,Manufacturing,Operatives,nonunion,3.220612,40,5.1538463,.5
889,43,white,single,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,3.2180579,25,7.0192308,.083333336
891,38,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Sales,nonunion,5.4669862,40,13.878205,3
895,38,white,married,0,10,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,2.9388082,30,10.288462,1.8333334
898,39,white,married,0,16,college grad,0,SMSA,0,Professional Services,Other,nonunion,8.2608652,48,16.333334,16.333334
899,40,white,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,3.3574865,24,10.730769,1.5833334
900,37,white,married,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Clerical/unskilled,,5.2257524,40,9.6602564,.25
901,35,white,married,0,12,not college grad,0,nonSMSA,0,Manufacturing,Operatives,union,2.6972613,48,7.2820516,2.1666667
